id,department,role_family,capability_level,max_risk
"people-and-hr-implementation-delivery-executive-coordinator","People & HR","implementation-delivery","L5","R3"
"people-and-hr-operations-reliability-utility-worker","People & HR","operations-reliability","L0","R1"
"people-and-hr-operations-reliability-specialist","People & HR","operations-reliability","L1","R1"
"people-and-hr-operations-reliability-senior-specialist","People & HR","operations-reliability","L2","R2"
"people-and-hr-operations-reliability-team-lead","People & HR","operations-reliability","L3","R2"
"people-and-hr-operations-reliability-department-lead","People & HR","operations-reliability","L4","R3"
"people-and-hr-operations-reliability-executive-coordinator","People & HR","operations-reliability","L5","R3"
"people-and-hr-verification-governance-utility-worker","People & HR","verification-governance","L0","R1"
"people-and-hr-verification-governance-specialist","People & HR","verification-governance","L1","R1"
"people-and-hr-verification-governance-senior-specialist","People & HR","verification-governance","L2","R2"
"people-and-hr-verification-governance-team-lead","People & HR","verification-governance","L3","R2"
"people-and-hr-verification-governance-department-lead","People & HR","verification-governance","L4","R3"
"people-and-hr-verification-governance-executive-coordinator","People & HR","verification-governance","L5","R3"
"people-and-hr-knowledge-coordination-utility-worker","People & HR","knowledge-coordination","L0","R1"
"people-and-hr-knowledge-coordination-specialist","People & HR","knowledge-coordination","L1","R1"
"people-and-hr-knowledge-coordination-senior-specialist","People & HR","knowledge-coordination","L2","R2"
"people-and-hr-knowledge-coordination-team-lead","People & HR","knowledge-coordination","L3","R2"
"people-and-hr-knowledge-coordination-department-lead","People & HR","knowledge-coordination","L4","R3"
"people-and-hr-knowledge-coordination-executive-coordinator","People & HR","knowledge-coordination","L5","R3"
"legal-strategy-planning-utility-worker","Legal","strategy-planning","L0","R1"
"legal-strategy-planning-specialist","Legal","strategy-planning","L1","R1"
"legal-strategy-planning-senior-specialist","Legal","strategy-planning","L2","R2"
"legal-strategy-planning-team-lead","Legal","strategy-planning","L3","R2"
"legal-strategy-planning-department-lead","Legal","strategy-planning","L4","R3"
"legal-strategy-planning-executive-coordinator","Legal","strategy-planning","L5","R3"
"legal-analysis-research-utility-worker","Legal","analysis-research","L0","R1"
"legal-analysis-research-specialist","Legal","analysis-research","L1","R1"
"legal-analysis-research-senior-specialist","Legal","analysis-research","L2","R2"
"legal-analysis-research-team-lead","Legal","analysis-research","L3","R2"
"legal-analysis-research-department-lead","Legal","analysis-research","L4","R3"
"legal-analysis-research-executive-coordinator","Legal","analysis-research","L5","R3"
"legal-implementation-delivery-utility-worker","Legal","implementation-delivery","L0","R1"
"legal-implementation-delivery-specialist","Legal","implementation-delivery","L1","R1"
"legal-implementation-delivery-senior-specialist","Legal","implementation-delivery","L2","R2"
"legal-implementation-delivery-team-lead","Legal","implementation-delivery","L3","R2"
"legal-implementation-delivery-department-lead","Legal","implementation-delivery","L4","R3"
"legal-implementation-delivery-executive-coordinator","Legal","implementation-delivery","L5","R3"
"legal-operations-reliability-utility-worker","Legal","operations-reliability","L0","R1"
"legal-operations-reliability-specialist","Legal","operations-reliability","L1","R1"
"legal-operations-reliability-senior-specialist","Legal","operations-reliability","L2","R2"
"legal-operations-reliability-team-lead","Legal","operations-reliability","L3","R2"
"legal-operations-reliability-department-lead","Legal","operations-reliability","L4","R3"
"legal-operations-reliability-executive-coordinator","Legal","operations-reliability","L5","R3"
"legal-verification-governance-utility-worker","Legal","verification-governance","L0","R1"
"legal-verification-governance-specialist","Legal","verification-governance","L1","R1"
"legal-verification-governance-senior-specialist","Legal","verification-governance","L2","R2"
"legal-verification-governance-team-lead","Legal","verification-governance","L3","R2"
"legal-verification-governance-department-lead","Legal","verification-governance","L4","R3"
"legal-verification-governance-executive-coordinator","Legal","verification-governance","L5","R3"
"legal-knowledge-coordination-utility-worker","Legal","knowledge-coordination","L0","R1"
"legal-knowledge-coordination-specialist","Legal","knowledge-coordination","L1","R1"
"legal-knowledge-coordination-senior-specialist","Legal","knowledge-coordination","L2","R2"
"legal-knowledge-coordination-team-lead","Legal","knowledge-coordination","L3","R2"
"legal-knowledge-coordination-department-lead","Legal","knowledge-coordination","L4","R3"
"legal-knowledge-coordination-executive-coordinator","Legal","knowledge-coordination","L5","R3"
"compliance-and-governance-strategy-planning-utility-worker","Compliance & Governance","strategy-planning","L0","R1"
"compliance-and-governance-strategy-planning-specialist","Compliance & Governance","strategy-planning","L1","R1"
"compliance-and-governance-strategy-planning-senior-specialist","Compliance & Governance","strategy-planning","L2","R2"
"compliance-and-governance-strategy-planning-team-lead","Compliance & Governance","strategy-planning","L3","R2"
"compliance-and-governance-strategy-planning-department-lead","Compliance & Governance","strategy-planning","L4","R3"
"compliance-and-governance-strategy-planning-executive-coordinator","Compliance & Governance","strategy-planning","L5","R3"
"compliance-and-governance-analysis-research-utility-worker","Compliance & Governance","analysis-research","L0","R1"
"compliance-and-governance-analysis-research-specialist","Compliance & Governance","analysis-research","L1","R1"
"compliance-and-governance-analysis-research-senior-specialist","Compliance & Governance","analysis-research","L2","R2"
"compliance-and-governance-analysis-research-team-lead","Compliance & Governance","analysis-research","L3","R2"
"compliance-and-governance-analysis-research-department-lead","Compliance & Governance","analysis-research","L4","R3"
"compliance-and-governance-analysis-research-executive-coordinator","Compliance & Governance","analysis-research","L5","R3"
"compliance-and-governance-implementation-delivery-utility-worker","Compliance & Governance","implementation-delivery","L0","R1"
"compliance-and-governance-implementation-delivery-specialist","Compliance & Governance","implementation-delivery","L1","R1"
"compliance-and-governance-implementation-delivery-senior-specialist","Compliance & Governance","implementation-delivery","L2","R2"
"compliance-and-governance-implementation-delivery-team-lead","Compliance & Governance","implementation-delivery","L3","R2"
"compliance-and-governance-implementation-delivery-department-lead","Compliance & Governance","implementation-delivery","L4","R3"
"compliance-and-governance-implementation-delivery-executive-coordinator","Compliance & Governance","implementation-delivery","L5","R3"
